No,Headline,Body,link
41,"Kakulangan sa tubig, maiwasan.. Cloud seeding, isasagawa na — NWRB","ni Lolet Abania   |  March 4, 2022


Plano ng pamahalaan na magsagawa ng cloud seeding operations upang maiwasan ang posibleng kakulangan sa tubig sa panahon ng tag-init, ayon sa National Water Resources Board (NWRB).  

“Ngayong buwan Marso at Abril ay nag-ready na rin po ang (Metropolitan Waterworks and Sewerage System) at mga konsesyonaryo doon po sa tinatawag nating cloud seeding operations,” pahayag ni NWRB executive director Dr. Sevillo David Jr. sa isang interview. 

“At ‘yan po ay gagawin ngayong Marso’t Abril at nakikipag-ugnayan po ang MWSS sa PAGASA, ‘yun pong sapat na panahon para po makapag-conduct po,” anang opisyal. 

Ayon kay David, ang water level ng Angat Dam, isa sa pinakamalalaking pinagmumulan ng tubig sa Metro Manila ay nasa 195.9m sa ngayon. Bagama’t sapat ang suplay ng tubig, nanawagan naman si David sa publiko na kailangang magtipid ng tubig upang makatulong sa gobyerno na para maiwasan ang posibleng pagkakaroon ng krisis sa tubig sa dry months. 

“Ngayon po ay sa tingin po natin may sapat namang suplay ng tubig na nanggagaling sa Angat Dam, particular po itong mga panahon ng tag-init… Kaya lang po ay nakikiusap din tayo sa mga kababayan natin na magtipid pa rin po kasi hindi ho ganoon kaganda ‘yung lebel ‘no, medyo mababa po ‘yan sa mga inaasahan po natin,” giit ni David. 

“At mas maganda po ay pagtulungan po natin ang tamang paggamit ng tubig para naman po mapanatili natin ‘yung medyo maganda-gandang level po ng Angat Dam,” sabi nito. Aniya, bukod sa cloud seeding ay may iba pang measures na kanilang ginagawa para matiyak na magiging sapat ang suplay ng tubig sa Metro Manila. 

“Kagaya po dito sa Metro Manila, ay nakahanda po ‘yung mga deep wells at mga treatment plants, para po makatulong ‘no sa pagbibigay ng… para may mapagkunan tayo ng karagdagang tubig po kung sakali po, kung patuloy mang bumaba ang Angat Dam at magkaroon ng adjustment sa alokasyon, ay meron pa hong pwedeng mapagkunan para makadagdag doon sa pangangailangan po natin ng tubig bukod po sa Angat Dam,” paliwanag ni David. 

“Sa parte po ng mga irigasyon ay ‘yung mga magsasaka po natin at NIA (National Irrigation Administration) po ay tumutulong din po ‘no dito sa kasalukuyang sitwasyon at mina-manage po nila ‘yung mga nare-release po na tubig na galing sa Angat Dam,” saad ng opisyal. 

“At hindi ho nila sinasayang ‘yan at mga nagkakaroon nga po ng tinatawag na mga shallow tube wells para naman po mas ma-optimize ‘no, ‘yung tubig na nare-release po’t nagagamit na irigasyon at mga kanal po,” banggit pa ni David.",https://www.bulgaronline.com/post/kakulangan-sa-tubig-maiwasan-cloud-seeding-isasagawa-na-nwrb
42,"Missing sabungero, 34 na ","ni Lolet Abania  |  March 4, 2022


Umabot na sa 34 ang nawawalang sabungero matapos na madagdagan ng tatlo pa ang naunang naitalang 31, ayon kay Senador Ronald “Bato” dela Rosa. 

“Thirty-one lang pala ‘yung allegedly missing persons involved in game fixing but meron pa palang three missing persons ang allegedly involved in cloning accounts,” pahayag ni Dela Rosa sa ginanap na hearing ngayong Biyernes ng Senate Committee on Public Order and Dangerous Drugs na siyang chairman.

“This brings to a total of 34. Correction po hindi 31, kundi 34 na ang missing persons na recorded by the PNP (Philippine National Police),” sabi ni Dela Rosa.

Ito ang kinumpirma ni Police Brigadier General Eliseo Cruz, chief ng Criminal Investigation and Detection Group (CIDG) sa naging pahayag ng senador.

Subalit, ayon kay Cruz, anim lamang sa mga ito ang hawak ng kanyang tanggapan.

“Yes, sir. But we are only handling six cases,” ani Cruz.

Hiniling naman ni Dela Rosa kay Cruz na imbestigahan din ang iba pang nawawalang sabungero, habang sinabi ng hepe ng CIDG na nakikipag-ugnayan na sila sa mga Police Regional Offices.

Una nang napabalita na ang pinakamaraming nawawalang sabungero ay matatagpuan sa Laguna na may 19, anim naman sa Maynila, anim sa Batangas, dalawa sa Bulacan habang ang isa ay dinukot sa bahay nito sa San Pablo, Laguna.",https://www.bulgaronline.com/post/missing-sabungero-34-na
43,"4th COVID-19 dose sa senior at immunocompromised, inirekomenda – NTF","ni Lolet Abania  |  March 4, 2022


Nagsumite ng rekomendasyon ang Vaccine Expert Panel (VEP) hinggil sa pagbibigay ng 4th COVID-19 dose o 2nd booster shot para sa mga senior citizens at immunocompromised na mga indibidwal, ayon sa National Task Force (NTF) Against COVID-19.  

Sinabi ni NTF medical adviser Dr. Ted Herbosa, ang rekomendasyon ay isinumite sa mga health experts at technical advisory group, habang naghihintay sila ng approval ng Inter-Agency Task Force (IATF).

 “As of now mayroong recommendation ‘yung ating VEP para sa pagbigay ng 4th dose o 2nd booster dose para sa mga senior at immunocompromised. Ito ngayon ay pinasa na sa ating technical advisory group,” pahayag ni Herbosa sa Laging Handa briefing ngayong Biyernes.

 “Hintayin na lang natin kung maaprubahan ito ng ating IATF para ma-implement na sa susunod na panahon,” saad pa niya.

Una nang sinabi ng VEP na dahil ang mga immunocompromised ay nakatanggap na ng tatlong primary series ng COVID-19 vaccine, ang kanilang fourth dose ay magsisilbi bilang kanilang booster shot.

Ang Department of Health (DOH) ay nag-a-administer na ng third dose sa mga senior citizens at immunocompromised, habang booster shots naman ang ibinibigay sa mga nakakumpleto na ng tatlo hanggang anim na buwang requirement matapos na makatanggap ng kanilang second dose.

Ayon pa kay Herbosa, nasa 10.5 milyon lamang mula sa tinatayang 63.4 milyon na fully vaccinated individuals ang nakatanggap ng kanilang third dose.

Target naman ng DOH na magsagawa ng fourth wave ng “Bayanihan, Bakunahan” national vaccination drive para sa mga senior citizens sa ikalawang linggo ng Marso.",https://www.bulgaronline.com/post/4th-covid-19-dose-sa-senior-at-immunocompromised-inirekomenda-ntf
44,"Artes, bagong MMDA chief – P-Du30","ni Lolet Abania  |  March 4, 2022


Itinalaga ni Pangulong Rodrigo Duterte si Romando Artes bilang chairman ng Metropolitan Manila Development Authority (MMDA).

Batay sa dokumentong inisyu ni Executive Secretary Salvador Medialdea, nilagdaan ng Pangulo ang appointment letter ni Artes nitong Marso 1.

Ayon sa inilabas na statement ng ahensiya, si MMDA Undersecretary Frisco San Juan Jr. ay na-appoint naman bilang general manager kasabay ng pagiging deputy chairman ng agency.

Papalitan ni Artes si Benhur Abalos, na nag-resigned noong nakaraang buwan para suportahan si dating Senador Ferdinand “Bongbong” Marcos Jr. na tatakbo sa pagka-pangulo sa May 9 elections.

Isang abogado at certified public accountant, si Artes ay unang nagsilbi sa MMDA bilang assistant general manager for finance and administration noong Mayo 2017, naging general manager noong Oktubre 2021, at officer-in-charge noong Pebrero 2022. 

“It is an honor to be appointed as the MMDA chairman. The agency has been my home for the past five years -- from the term of the late Chairman Danilo Lim and later under Chairman Abalos,” sabi ni Artes. 

“I will continue to work for the completion of the projects and programs needed and pursuant to our mandates - traffic, solid waste and flood management, urban renewal, public safety among others and the equally important COVID-19 vaccination as we transition to the new normal,” dagdag pa nito.",https://www.bulgaronline.com/post/artes-bagong-mmda-chief-p-du30
45,"Dahil wala nang physical distancing... Protocols sa PUVs, mahigpit na ipatupad – DOH","ni Lolet Abania  |  March 4, 2022


Mariing ipinaalala ni Department of Health (DOH) Undersecretary Maria Rosario Vergeire sa publiko na dapat pa ring sumunod sa mga health protocols kaugnay sa COVID-19 sa kabila na niluwagan na ang alert level restrictions sa maraming lugar sa bansa.

Sa isang interview nitong Huwebes, sinabi ni Vergeire na batid ng Inter-Agency Task Force on Emerging Infectious Diseases (IATF) na wala nang physical distancing sa mga public transportation na pinayagang mag-operate ng 100% capacity.

“Ang isa pang napag-usapan hindi talaga maipapatupad ang physical distancing sa ating mga public transport because kailangan po ng tao eh, para makarating sila sa kanilang mga essential na gagawin,” sabi ni Vergeire.

“Kelangan lang po talaga meron po tayong adequate enforcement. Enforcement to monitor, eto pong mga pagpapatupad ng safety protocols,” dagdag niya.

Iginiit din ni Vergeire na hindi maaaring kumain o uminom at mag-usap-usap sa loob ng public utility vehicles (PUVs) at hindi rin puwedeng tanggalin ang face mask kapag nasa loob ng public transport, kung saan kailangang mahigpit na ipatupad, habang pakiusap niya sa mga operators at drivers ng public transport na hindi dapat lumagpas sa 100% seating capacity lamang ang mga pasaherong kanilang isinasakay.

“Ang naobserbahan po natin for these past days na nag-Alert Level 1 tayo, beyond 100% capacity po ang naipapatupad, wala pong nag-e-enforce, walang nagmo-monitor, katulad sa mga bus, lahat dapat nakaupo, wala na pong nakatayo para hindi masyadong siksikan,” diin ni Vergeire.",https://www.bulgaronline.com/post/dahil-wala-nang-physical-distancing-protocols-sa-puvs-mahigpit-na-ipatupad-doh
46,Olongapo City naabot na ang herd immunity vs. COVID-19,"ni Jasmin Joy Evangelista  |  March 4, 2022


Nakamit na ng Olongapo City ang herd immunity laban sa COVID-19 matapos maabot ang target na mabakunahan, ayon sa datos ng local government unit (LGU) nitong Huwebes.

Ayon sa COVID-19 task force ng siyudad, at least 191, 825 residente rito ang nakumpleto na ang primary series ng kanilang bakuna mula nang simulan ng LGU ang mass inoculation sa kalagitnaan ng 2021.

Kasunod nito ay nag-improve ang COVID-19 situation sa siyudad na ngayon ay mayroon na lamang 14 active cases.

Nasa 29, 312 residente naman ang nakatanggap na ng kanilang booster shots habang patuloy naman ang mass vaccination kabilang ang mga batang edad 5 pataas. 

Mayroong 260,000 populasyon ang Olongapo City base sa 2020 census.",https://www.bulgaronline.com/post/olongapo-city-naabot-na-ang-herd-immunity-vs-covid-19
47,"Karagdagang 804,000 doses ng COVID-19 vaccine para sa mga bata, dumating na","ni Jasmin Joy Evangelista  |  March 4, 2022


Dumating na sa bansa ang karagdagang 804,000 doses ng COVID-19 vaccine ng Pfizer-BioNTech na nakalaan para sa mga batang edad 5-11 nitong Huwebes ng gabi.

Ayon sa National Task Force Against COVID-19, ang bagong shipment na ito ay lumapag sa Ninoy Aquino International Airport pasado alas-9 ng gabi.

Ito ay kasunod ng 804,000 pediatric shots na naihatid sa bansa noong Miyerkules.

Binili ng pamahalaan ang mga naturang bakuna sa pamamagitan ng pautang mula sa World Bank.

Sa pangkalahatan, nakatanggap na ang bansa ng 1.6 milyong bakuna laban sa COVID-19 para sa mga bata.

Umabot na sa 736, 880 mga batang 5-11 years old ang nabakunahan mula nang magsimula ito noong Pebrero 7, ayon sa Department of Health.",https://www.bulgaronline.com/post/karagdagang-804-000-doses-ng-covid-19-vaccine-para-sa-mga-bata-dumating-na
48,Siksikan at mahaba ang pila… Mga magsisimba sa Quiapo dagsa ngayong first Friday ng Marso,"ni Jasmin Joy Evangelista  |  March 4, 2022


Dumagsa ang mga nagsimba sa Quiapo Church ngayong unang Biyernes ng Marso.

Siksikan at mahaba ang pila sa bahagi ng Villalobos Street ng mga nais makadalo ng misa sa loob ng Quiapo Church.

Ayon sa Plaza Miranda Police Community Precint (PCP) ng Manila Police District (MPD), tinatayang nasa dalawang libo ang bilang ng mga tao kaninang 7:00 a.m. sa loob at paligid ng simbahan. 

Matatandaan na una nang ipinatupad ngayong linggo ang Alert Level 1 sa Metro Manila.",https://www.bulgaronline.com/post/siksikan-at-mahaba-ang-pila-mga-magsisimba-sa-quiapo-dagsa-ngayong-first-friday-ng-marso
49,Sara Duterte nais itigil ang mga lockdown; magpo-focus sa pagbibigay ng trabaho 'pag naging VP,"ni Jasmin Joy Evangelista  |  March 4, 2022


Nais ni Uniteam vice presidential candidate at Davao City Mayor Sara Duterte-Carpio na itigil ang mga lockdown at kawalan ng trabaho para sa mga Pilipino sanhi ng COVID-19 pandemic.

Sinabi ni Duterte-Carpio na magpo-focus siya sa pagbibigay ng trabaho sa mga Pinoy sakaling manalong vice president sa Mayo.

“Tigilan ang lockdown o alert level. Bukas, sarado. Bukas, sarado ang mga negosyo. Ibalik natin ang mga negosyo. Ibalik natin ang mga trabaho na nawala dahil sa pandemya,” ani Duterte-Carpio nitong Huwebes sa ginanap na rally sa Calatagan, Batangas.

“Ang dami po sa ating mga kababayan ang nawalan ng trabaho dahil sa pandemya. Doon po muna tayo tututok, ibalik natin ang trabaho na mawala dahil sa pandemya,” dagdag niya.

Ang ipinatupad na lockdowns ng gobyerno ng kanyang ama na si Pangulong Rodrigo Duterte ay isa sa mga pinakamahabang lockdown sa buong mundo, na siyang ipinatupad upang makontrol ang pagdami ng bilang ng tinatamaan ng virus sa bansa.

Ayon pa kay Inday Sara, kung siya ay mananalo sa pagka-bise president, magpo-focus siya sa  entrepreneurship, peace building in communities, at child protection.",https://www.bulgaronline.com/post/sara-duterte-nais-itigil-ang-mga-lockdown-magpo-focus-sa-pagbibigay-ng-trabaho-pag-naging-vp
50,P977.47 milyon para sa expansion ng F2F classes — DepEd,"ni Lolet Abania  |  March 3, 2022


Naglaan ang Department of Education (DepEd) ng P977.47 milyon para makatulong sa pangangailangan ng mga paaralan na nagsasagawa ng limited in-person classes sa ilalim ng expansion phase. 

Ayon kay DepEd Undersecretary Annalyn Sevilla, ang naturang halaga ay gagamitin para pondohan ang Maintenance and Other Operating Expenses (MOOE) ng mga paaralan. 

“Marami po sa mga pondo na atin pong pinaghahandaan ay ‘yun pong physical arrangements ng eskuwelahan, ‘yun pong protection and safety ng mga learners at mga guro, at siyempre po ‘yung mga learning resources na kailangan natin,” ani Sevilla sa Laging Handa public briefing nitong Miyerkules. 

Batay sa report, ang mga elementary schools, na humahawak ng Kindergarten hanggang Grade 6 students ay makakatanggap ng pinakamalaking share na P531.36 milyon. 

Gayundin, ang mga Junior High Schools, na sakop ang Grade 7 hanggang 10 ay makakatanggap ng P303.62 milyon habang ang mga Senior High Schools na mula Grade 11 hanggang 12 ay mabibigyan naman ng P142.49 milyon.  

“These amounts are to be downloaded [or] released to the Regional Offices. The Regional Directors are authorized to allocate the said amounts among schools considering the implementation status of face-to-face classes in their respective regions,” pahayag ng DepEd sa kanilang report. 

Sa mga regional offices, ang Central Luzon ang makakatanggap ng pinakamalaking alokasyon na mahigit sa P80 milyon. Sinabi pa ng DepEd na ire-retain naman ang P41.47 milyon o 4.24 percent ng kabuuang pondo na anang ahensiya, “as a contingency fund.”",https://www.bulgaronline.com/post/p977-47-milyon-para-sa-expansion-ng-f2f-classes-deped
51,"Scholarship, suspendido muna sa papasok sa 1st year college — CHED","ni Lolet Abania  |  March 3, 2022


Inanunsiyo ng Commission on Higher Education (CHED) ngayong Huwebes na ang proseso ng scholarship application para sa mga papasok na first-year college students ay suspendido muna dahil sa kakulangan ng pondo. 

“CHED will temporarily suspend the application to CHED Scholarship Program (CSP) for incoming first-year college students for Academic Year (AY) 2022-2023,” post sa Facebook ng CHED. 


“The suspension is an offshoot of budget inadequacy in the Commission’s FY 2022 budget for StuFAPs (Student Financial Assistance Programs),” dagdag pa ng ahensiya. 

Sa isang memorandum na may petsang Pebrero 21, inatasan ni CHED Chairperson Prospero de Vera III ang mga regional offices ng komisyon para magpakalat ng impormasyon hinggil dito, upang maiwasan ang mga fake news at kalituhan sa mga estudyante na nagnanais na mag-apply ng scholarship. 

Matatandaang nai-report na ng CHED noong Setyembre, na ang commission ay nag-provide ng financial aid sa mahigit 2 milyong estudyante.",https://www.bulgaronline.com/post/scholarship-suspendido-muna-sa-papasok-sa-1st-year-college-ched
52,Red Tide Alert sa Visayas at Mindanao — BFAR  ,"ni Lolet Abania  |  March 3, 2022


Maraming lugar sa baybaying bahagi ng Visayas at Mindanao ang nananatiling positibo sa paralytic shellfish poison o red tide toxin na sinasabing “beyond the regulatory limit,” o lagpas sa itinakdang limitasyon, ayon sa report ng Bureau of Fisheries and Aquatic Resources (BFAR). 

Base sa kanilang latest shellfish bulletin, sinabi ng BFAR na lahat ng uri ng shellfish at acetes, kilala rin sa tawag na alamang, na nakolekta mula sa mga sumusunod na lugar ay hindi ligtas na kainin: 
• coastal waters ng Milagros sa Masbate 
• coastal waters ng Dauis at Tagbilaran City sa Bohol 
• Dumanquillas Bay sa Zamboanga del Sur 
• Litalit Bay, San Benito sa Surigao del Norte 
• Lianga Bay sa Surigao del Sur 

Gayunman, ayon sa ahensiya na ang iba pang seafood bukod sa shellfish na nakuha mula sa mga naturang lugar ay ligtas namang kainin. 

“Fish, squids, shrimps and crabs are safe for human consumption provided that they are fresh and washed thoroughly, and internal organs such as gills and intestines are removed before cooking,” pahayag ng BFAR. 

Samantala, binanggit naman ng BFAR na sa ngayon ang coastal waters ng Bataan, kabilang na ang Mariveles, Limay, Orion, Pilar, Balanga, Hermosa, Orani, Abucay, at Samal ay ligtas na at wala nang toxic red tide.",https://www.bulgaronline.com/post/red-tide-alert-sa-visayas-at-mindanao-bfar
53,Habang nasa Alert Level 1… MMDA paiigtingin ang no contact apprehension,"ni Jasmin Joy Evangelista  |  March 3, 2022


Paiigtingin ng Metropolitan Manila Development Authority ang no-contact apprehension dahil tila ‘back to normal’ na ang daloy ng trapiko sa EDSA. 

Ito ay para hindi maharang ang daloy ng trapiko at maiwasan ang heavy traffic ngayong nasa Alert Level 1 na ang NCR, ayon kay EDSA traffic ""czar"" Bong Nebrija.

""Ina-anticipate na natin na dadami na 'yung volume ng sasakyan sa EDSA and with that we will be intensifying 'yung no-contact apprehension. Traffic management will take priority over enforcement,"" ani Nebrija. 

Mananatili rin umano ang mga concrete barriers kahit pa mayroong mga aksidenteng kaugnay nito.

“Matagal na tayong nagkaroon ng steel bollards diyan sa pababa ng tunnel at saka pababa ng flyover. However, naubos na yan dahil binangga na ng mga sasakyan so we will see if we will come up with another scheme or another form of barricade na makakaprotekta sa mga commuters,"" ani Nebrija.",https://www.bulgaronline.com/post/para-maiwasan-mabigat-na-daloy-ng-trapiko-mmda-paiigtingin-ang-no-contact-apprehension
54,"Mga nagpa-booster sa bansa, higit 10 milyon pa lamang","ni Jasmin Joy Evangelista  |  March 3, 2022


Sa 36.7 milyong indibidwal na puwede nang magpa-booster shot, 10.28 milyon pa lamang ang naturukan nito, ayon sa National Vaccination Operations Center (NVOC).

""'Yong iba nag-iisip kung kailangan ng booster. 'Yong iba naman, they don't see the urgency of the booster... Importante po 'yan, kasi bumababa na po 'yong vaccine efficacy,"" ani NVOC Chairperson Myrna Cabotaje.

Para sa patuloy na pagbabakuna sa mga Pinoy, ikinakasa na ang ikaapat na national COVID-19 vaccination drive, na ayon kay Cabotaje ay posibleng idaos mula Marso 10 hanggang 12.

Plano rin ng gobyernong dalhin ang bakuna sa mga lugar ng trabaho at tutukan ang economic frontliners.

Ayon pa kay Cabotaje, ang ikaapat na ""Bayanihan, Bakunahan"" ay dadalhin sa mga bahay-bahay at sa mga workplace.",https://www.bulgaronline.com/post/sa-36-7-m-na-puwede-nang-magpaturok-10-28-milyon-pa-lamang-ang-nakapagpa-booster-nvoc
55,Diokno sa mga botante ng Maynila: Hindi kami pamilya ng mga magnanakaw,"ni Jasmin Joy Evangelista  |  March 3, 2022


Sa kanyang pagharap sa mga botante ng Maynila, sinabi ni human rights lawyer at senatorial candidate Jose Manuel ""Chel"" Diokno na ang opposition ticket sa pangunguna ni presidential candidate Leni Robredo ay pangangalagaan at hindi nanakawin ang pondo ng gobyerno.

""Hindi kami katulad ng ibang pamilya riyan na ginagamit ang pwesto sa gobyerno para mangurakot,"" ani Diokno said.

""Hindi kami tulad ng isang pamilya diyan na ginagamit ang fake news para manloko sa bayan,"" dagdag niya.

Si Diokno ay anak ni late Senator Pepe Diokno, na nakulong noong panahon ng Martial Law.

Sinabi rin ni Vice President Leni Robredo, na ang kanyang administrasyon ay tututok sa pangangalaga ng public funds.

""Napatunayan po namin sa Office of the Vice President na kahit maliit ang aming budget, marami kaming nagawa dahil pinangangalagaan namin ang pera ng bayan,"" pahayag ni Robredo kung saan tinukoy nito ang kanilang programang Angat Buhay na nagbibigay ng livelihood at housing assistance, sa mahihirap sa pamamagitan ng partnership sa private sector.

""Kahit napakakaunti noong aming pera, dahil wala doon napupunta sa korapsyon, napapaabot namin siya sa pinakamalalayong lugar dito sa ating bansa na nangangailangan. At meron po kaming isang aral na napulot: Pag ang tao naniniwala sayo, ang tao inspirado na tumulong sa kapwa,"" dagdag niya.

Ayon pa kay Robredo, hindi niya tatalikuran ang publiko sakaling maluklok siya sa pagka-pangulo. 

""Ang amin lang pong mapapangako sa inyo ni Senator Kiko [Pangilinan], ang mapapangako po namin sa inyo na pag kami ‘yung binigyan niyong pagkakataon magsilbi, kung ano ‘yung pinakita namin na klase ng pamamahala mula noong nag-umpisa kami, ‘yun din po ‘yung ibibigay namin: Matino at mahusay na mga lingkod bayan,"" pahayag pa niya.",https://www.bulgaronline.com/post/diokno-sa-mga-botante-ng-maynila-hindi-kami-pamilya-ng-mga-magnanakaw
56,Walang banta ng tsunami matapos ang malakas na lindol sa New Zealand — PHIVOLCS,"ni Jasmin Joy Evangelista  |  March 3, 2022


Walang banta ng tsunami sa Pilipinas matapos yanigin ng 6.8 magnitude na lindol ang Kermadec Islands sa New Zealand nitong Miyerkules ng gabi, ayon sa Philippine Institute of Volcanology and Seismology (PHIVOLCS).

“No destructive tsunami threat exists based on available data. There is no tsunami threat to the Philippines from this earthquake,” pahayag ng PHIVOLCS sa isang advisory nitong Miyerkules.

Batay sa datos ng PHIVOLCS, tumama ang lindol 30.2°S,177.8°W malapit sa Kermadec Islands, New Zealand bandang 8:52 p.m. May lalim itong 34 kilometers.

Dagdag pa ng PHIVOLCS, walang dapat gawing aksiyon hinggil sa naturang malakas na paglindol.",https://www.bulgaronline.com/post/walang-banta-ng-tsunami-matapos-ang-malakas-na-lindol-sa-new-zealand-phivolcs
57,"Municipal administrator sa Bulacan, in-ambush ng riding-in-tandem","ni Jasmin Joy Evangelista  |  March 3, 2022


Nakaligtas sa pang-a-ambush ang municipal administrator ng Marilao, Bulacan matapos pagbabarilin ng riding-in-tandem habang papunta sa trabaho nitong Miyerkules.

Ayon kay Col. Rommel Ochave, Bulacan police chief, ang biktima na si Wilfredo dela Cruz Diaz, 54, ay minamaneho ang kanyang puting Mitsubishi Montero sa kahabaan ng Tibagan St. sa Barangay Sta. Rosa 2 nang lumapit sa bintana ng sasakyan ng biktima ang mga suspek at pinaulanan ito ng bala bandang 7:45 a.m.

Sa kabutihang palad, hindi tinamaan ng bala ang biktima na agad nakaalis sa lugar at pumunta sa munisipyo.

Nakuha ng mga awtoridad sa lugar ng insidente ang 8 bala ng .45-caliber pistol.

Kasalukuyan naming iniimbestigahan ang insidente upang malaman kung sino ang nasa likod ng pananambang.",https://www.bulgaronline.com/post/municipal-administrator-sa-bulacan-nakaligtas-sa-pang-a-ambush-ng-riding-in-tandem
58,"21 Pinoy seafarers sa Ukraine, safe na sa Moldova — DFA","ni Lolet Abania  |  March 2, 2022


Dalawampu’t isang Filipino seafarers ang ligtas nang nakarating sa Republic of Moldova na nagmula sa Ukraine, batay sa ulat ng Department of Foreign Affairs (DFA) ngayong Miyerkules. 

Ayon sa DFA, naibiyahe ang all-Filipino crew ng MV S-Breeze, mula sa Chornomosk, Ukraine sa tulong ni Philippine Honorary Consul in Moldova na si Victor Gaina at sa pakikipag-ugnayan ng Philippine Embassy in Budapest. Sa report, dumating ang mga Pinoy seafarers sa Moldova ng dalawang batch, noong Pebrero 27 at nitong Marso 1. 

Ang mga seafarers ng bulk carrier MV S-Breeze ay naka-drydock para sa ginagawang repair ng barko sa Ilyichevsk Ship Yard sa Port of Odessa, Ukraine simula pa noong Enero 27. 

Ayon sa DFA, ang mga crew ay nag-i-stay sa mga accommodations ng naturang barko subalit humiling ng repatriation ang mga ito dahil na rin sa lumalalang labanan sa pagitan ng Russia at Ukraine. Sinabi pa ng ahensiya na tinatayang nasa 27 Pinoy na ang nailikas mula sa Ukraine patungong Moldova. 

“Both the Philippine Embassy in Budapest and the PH Consulate in Chisinau assured that they will arrange the repatriation of the seafarers to Manila at the soonest possible time,” pahayag ng DFA.  

Samantala, tinatayang 13 Pinoy mula sa Ukraine ang dumating sa bansa nitong Martes ng gabi. Sila ay bahagi ng 40 evacuees na umalis ng Kyiv patungong Lviv at tinanggap ni DFA Secretary Teodoro Locsin Jr. sa Poland border.",https://www.bulgaronline.com/post/21-pinoy-seafarers-sa-ukraine-safe-na-sa-moldova-dfa
59,"4K paaralan, nagbalik na sa F2F classes — DepEd","ni Lolet Abania  |  March 2, 2022


Umabot sa kabuuang 4,315 paaralan sa buong bansa ang nakiisa sa tinatawag na “progressive expansion” phase ng face-to-face classes sa gitna ng COVID-19 pandemic, ayon sa Department of Education (DepEd).

Sa Laging Handa briefing ngayong Miyerkules, ini-report ni DepEd Secretary Leonor Briones na may 6,213 eskuwelahan sa buong bansa ang handa nang sumali sa limitadong in-person classes, kung saan napapailalim ang mga ito sa pamantayang itinakda ng DepEd.

Sa 4,315 paaralan na umabot sa kanilang pamantayan, mayroong 4,239 public and 76 private schools ang nakiisa sa pilot in-person classes hanggang nitong Marso 1, matapos na ang National Capital Region (NCR) at 38 pang mga lugar ay isinailalim na sa Alert Level 1.

Gayunman, kahit na nagbukas na uli ang mga paaralan sa F2F classes, sinabi ni Briones na mananatiling ipatutupad ang blended learning para magawang maka-adapt ng mga bata sa mga teknolohiyang umiiral.

“Hindi na kagaya nu’ng unang panahon na mostly face-to-face. Ito ngayon, ‘di natin bibitiwan ang digital technology, ang science, ang mathematics, and so on, but meron talagang face-to-face component dahil mahalaga ‘yan sa pag-socialize at pagturo ng bata. Pareho silang importante para tayo makahabol and will be on par with the other countries,” paliwanag ni Briones.

“If you mean full face-to-face na anim, walong oras na ang teacher at mga bata nagkakaharap, hindi ‘yan posibleng mangyayari. Lahat na bansa na binabantayan namin, lalo na na ‘yung mga bansa na bilib na bilib talaga tayo, wala na ‘yung nation na full face-to-face. May blended component talaga,” sabi pa ng opisyal.

Binigyan-diin naman ng kalihim, na umaasa sila ng pagkakaroon ng 100% attendance ng mga estudyante anumang uri ng pagtuturo mapa-blended, online o physical classes.  

Para sa face-to-face classes, ayon kay Briones, iminumungkahi nila na gawin na lamang itong half day o kalahating araw para maiwasan ng mga bata ang pagkain-kain at magdagdag ng panganib ng COVID-19 infections.

Matatandaan nitong Pebrero, inawtorisa ng DepEd ang lahat ng regional directors na simulan ang “progressive expansion” phase ng F2F classes para sa public at private schools, kasunod ng pag-apruba ni Pangulong Rodrigo Duterte sa rekomendasyon ng DepEd na palawigin ang in-person classes sa mga lugar na nasa ilalim ng Alert Level 2 at pababa.",https://www.bulgaronline.com/post/4k-paaralan-nagbalik-na-sa-f2f-classes-deped
